model_name,accuracy,log_loss,brier_score,draw_recall
logistic_regression_cal,0.592306734719283,0.9032787860665363,0.17451740579835728,0.015183246073298429
random_forest_cal,0.5880741939499564,0.9128204292252504,0.17576884310102392,0.025654450261780103
xgboost_cal,0.5889455994024648,0.9191628192125685,0.17610372469973093,0.005235602094240838
lightgbm_cal,0.5880741939499564,0.9374523846643543,0.1771996111553105,0.019895287958115182
catboost_cal,0.5931781401717914,0.9181874810423001,0.17433372526894753,0.005235602094240838
